city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,3,Small & Medium-org.,Funded Startup,2,44,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Small & Medium-org.,Pvt Ltd,3,56,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,STEM,1,Undefined,Pvt Ltd,0,22,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Small & Medium-org.,Pvt Ltd,1,3,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,5,3,0.0
city_162,0.767,Undefined,Has relevent experience,Full time course,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,5,46,0.0
city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Undefined,Pvt Ltd,1,28,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Large-org.,Pvt Ltd,1,202,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Public Sector,2,12,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,21,Small & Medium-org.,Pvt Ltd,5,87,0.0
city_75,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,13,Small & Medium-org.,Pvt Ltd,1,22,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,High School,STEM,7,Undefined,Pvt Ltd,0,4,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,Small & Medium-org.,Pvt Ltd,5,13,0.0
city_73,0.754,Undefined,No relevent experience,Full time course,Graduate,STEM,7,Undefined,Pvt Ltd,2,14,1.0
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,0,120,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Masters,STEM,4,Small & Medium-org.,Pvt Ltd,2,42,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,1,Undefined,Pvt Ltd,0,6,0.0
city_53,0.74,Undefined,Has relevent experience,no_enrollment,Graduate,No Major,10,Small & Medium-org.,Early Stage Startup,1,52,0.0
city_136,0.897,Undefined,No relevent experience,Full time course,Graduate,No Major,2,Large-org.,Pvt Ltd,1,68,0.0
city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,17,Small & Medium-org.,Pvt Ltd,1,13,0.0
city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,3,16,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,10,Small & Medium-org.,Pvt Ltd,0,4,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,2,40,1.0
city_21,0.624,Undefined,No relevent experience,no_enrollment,Masters,STEM,3,Small & Medium-org.,Pvt Ltd,1,24,0.0
city_150,0.698,Male,No relevent experience,Part time course,Graduate,STEM,3,Undefined,Pvt Ltd,0,54,1.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Masters,STEM,15,Small & Medium-org.,Pvt Ltd,5,76,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,2,23,0.0
city_136,0.897,Undefined,No relevent experience,Full time course,Graduate,No Major,3,Small & Medium-org.,Pvt Ltd,1,77,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,Small & Medium-org.,Pvt Ltd,2,47,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,5,41,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,5,22,1.0
city_99,0.915,Male,No relevent experience,no_enrollment,High School,STEM,4,Undefined,Pvt Ltd,0,12,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,1,60,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Masters,STEM,16,Small & Medium-org.,Pvt Ltd,2,13,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,3,41,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,2,31,1.0
city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Pvt Ltd,3,13,0.0
city_162,0.767,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,6,Large-org.,Pvt Ltd,1,77,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,0,Small & Medium-org.,Pvt Ltd,1,55,1.0
city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,12,Undefined,Pvt Ltd,2,111,1.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,4,20,0.0
city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Undefined,Pvt Ltd,1,87,1.0
city_103,0.92,Undefined,Has relevent experience,Part time course,Masters,STEM,21,Undefined,Pvt Ltd,1,39,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,Undefined,Pvt Ltd,0,24,0.0
city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,9,Small & Medium-org.,NGO,1,282,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Small & Medium-org.,Pvt Ltd,1,166,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,1,84,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Small & Medium-org.,Pvt Ltd,0,54,1.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Primary School,STEM,10,Small & Medium-org.,Early Stage Startup,1,33,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,Undefined,Pvt Ltd,1,92,1.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Small & Medium-org.,Pvt Ltd,1,41,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,Large-org.,Pvt Ltd,3,56,1.0
city_99,0.915,Male,No relevent experience,no_enrollment,High School,STEM,8,Large-org.,Public Sector,1,42,0.0
city_36,0.893,Male,Has relevent experience,no_enrollment,High School,STEM,20,Undefined,Pvt Ltd,1,167,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Masters,STEM,9,Small & Medium-org.,Early Stage Startup,1,122,0.0
city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Undefined,Pvt Ltd,2,44,1.0
city_160,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,1,206,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Large-org.,Pvt Ltd,2,102,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,14,Small & Medium-org.,Pvt Ltd,3,84,0.0
city_100,0.887,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,13,Large-org.,Public Sector,2,34,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Small & Medium-org.,Pvt Ltd,1,72,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,6,Large-org.,Pvt Ltd,1,11,1.0
city_114,0.926,Undefined,Has relevent experience,no_enrollment,High School,STEM,21,Small & Medium-org.,Pvt Ltd,1,36,0.0
city_74,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,1,Undefined,Pvt Ltd,1,23,0.0
city_103,0.92,Undefined,Has relevent experience,Part time course,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,1,45,0.0
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Small & Medium-org.,Funded Startup,1,70,0.0
city_160,0.92,Male,Has relevent experience,Full time course,High School,STEM,8,Small & Medium-org.,Pvt Ltd,1,13,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Funded Startup,2,78,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,6,Undefined,Pvt Ltd,1,9,1.0
city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,15,Small & Medium-org.,Pvt Ltd,1,14,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Small & Medium-org.,Pvt Ltd,0,80,0.0
city_162,0.767,Undefined,Has relevent experience,Full time course,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,1,13,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Small & Medium-org.,Early Stage Startup,4,18,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Large-org.,Pvt Ltd,2,178,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,21,Large-org.,Pvt Ltd,5,278,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Small & Medium-org.,Pvt Ltd,1,31,0.0
city_90,0.698,Undefined,No relevent experience,Full time course,High School,STEM,7,Undefined,Pvt Ltd,1,114,1.0
city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Arts,1,Undefined,Pvt Ltd,1,29,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,3,138,0.0
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,21,Large-org.,Pvt Ltd,3,222,0.0
city_123,0.738,Undefined,Has relevent experience,Full time course,Graduate,Other,1,Large-org.,Pvt Ltd,1,90,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,Large-org.,Pvt Ltd,1,130,1.0
city_126,0.479,Undefined,No relevent experience,no_enrollment,Graduate,STEM,6,Undefined,Pvt Ltd,0,113,1.0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,8,Small & Medium-org.,Pvt Ltd,2,69,0.0
city_114,0.926,Undefined,No relevent experience,no_enrollment,High School,STEM,4,Undefined,Pvt Ltd,1,126,1.0
city_71,0.884,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,2,54,0.0
city_99,0.915,Male,No relevent experience,no_enrollment,Primary School,STEM,3,Undefined,Pvt Ltd,0,14,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,No Major,0,Undefined,Pvt Ltd,1,90,0.0
city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,16,Small & Medium-org.,Pvt Ltd,4,19,0.0
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,6,Large-org.,Pvt Ltd,3,30,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Small & Medium-org.,Public Sector,3,52,0.0
city_160,0.92,Male,No relevent experience,Full time course,High School,STEM,5,Small & Medium-org.,Pvt Ltd,1,112,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,4,Small & Medium-org.,Pvt Ltd,1,29,0.0
city_91,0.691,Undefined,No relevent experience,no_enrollment,Graduate,Other,3,Undefined,Pvt Ltd,2,46,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,Small & Medium-org.,Pvt Ltd,5,104,0.0
city_67,0.855,Female,No relevent experience,no_enrollment,Masters,Humanities,2,Undefined,Pvt Ltd,0,111,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,12,Small & Medium-org.,Pvt Ltd,0,133,0.0
city_103,0.92,Undefined,No relevent experience,no_enrollment,Graduate,Business Degree,4,Small & Medium-org.,Pvt Ltd,1,4,0.0
city_23,0.899,Undefined,No relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,1,57,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,21,Small & Medium-org.,NGO,5,36,0.0
city_180,0.698,Undefined,No relevent experience,no_enrollment,Graduate,STEM,2,Undefined,Pvt Ltd,0,13,0.0
city_116,0.743,Male,Has relevent experience,Full time course,High School,STEM,7,Small & Medium-org.,NGO,1,29,0.0
city_21,0.624,Undefined,No relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,3,17,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Funded Startup,1,42,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,1,98,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Large-org.,Public Sector,0,5,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Large-org.,Public Sector,0,29,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,1,15,1.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Small & Medium-org.,Pvt Ltd,4,67,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Undefined,Pvt Ltd,2,153,1.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,Small & Medium-org.,Funded Startup,1,23,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,3,24,0.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Funded Startup,1,55,0.0
city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,Large-org.,Pvt Ltd,5,52,0.0
city_138,0.836,Male,Has relevent experience,no_enrollment,High School,STEM,15,Large-org.,Pvt Ltd,2,146,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Small & Medium-org.,Pvt Ltd,2,82,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,5,146,1.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Small & Medium-org.,Pvt Ltd,5,77,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Undefined,Pvt Ltd,2,51,0.0
city_64,0.6659999999999999,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Pvt Ltd,1,36,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Large-org.,Pvt Ltd,5,15,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Funded Startup,1,4,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,1,57,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Large-org.,Pvt Ltd,2,154,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Undefined,Pvt Ltd,2,30,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,0,34,1.0
city_67,0.855,Male,No relevent experience,no_enrollment,Phd,STEM,21,Undefined,Public Sector,5,99,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,NGO,1,7,0.0
city_116,0.743,Male,No relevent experience,Full time course,Graduate,STEM,5,Small & Medium-org.,Early Stage Startup,1,304,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,4,72,0.0
city_67,0.855,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,1,44,1.0
city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,21,Large-org.,Pvt Ltd,5,27,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,11,Small & Medium-org.,Pvt Ltd,3,114,0.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,10,Undefined,Pvt Ltd,1,164,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Large-org.,Pvt Ltd,2,42,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,2,6,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,9,Undefined,Pvt Ltd,1,73,0.0
city_71,0.884,Undefined,Has relevent experience,no_enrollment,Masters,STEM,10,Small & Medium-org.,Pvt Ltd,2,50,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,1,23,1.0
city_136,0.897,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,11,Large-org.,Pvt Ltd,1,3,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Small & Medium-org.,Pvt Ltd,1,27,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,3,Large-org.,Pvt Ltd,1,264,1.0
city_136,0.897,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,5,14,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,1,32,1.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,9,Large-org.,Pvt Ltd,1,36,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,4,80,0.0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,2,32,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Undefined,Pvt Ltd,1,62,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Undefined,Pvt Ltd,1,23,0.0
city_136,0.897,Male,No relevent experience,Full time course,Primary School,STEM,2,Undefined,Pvt Ltd,0,22,0.0
city_136,0.897,Undefined,Has relevent experience,Part time course,Masters,STEM,8,Small & Medium-org.,Pvt Ltd,2,34,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,5,14,0.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Funded Startup,2,68,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Small & Medium-org.,Pvt Ltd,5,108,1.0
city_70,0.698,Undefined,No relevent experience,Full time course,Graduate,STEM,2,Undefined,Pvt Ltd,0,28,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,Undefined,Pvt Ltd,0,41,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,9,Small & Medium-org.,Pvt Ltd,0,53,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Small & Medium-org.,Public Sector,5,90,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,1,54,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Small & Medium-org.,Pvt Ltd,1,41,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,5,34,0.0
city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,7,Large-org.,Public Sector,2,53,0.0
city_46,0.762,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,9,Undefined,Pvt Ltd,1,65,1.0
city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,Undefined,Pvt Ltd,1,48,0.0
city_21,0.624,Undefined,Has relevent experience,Full time course,Graduate,STEM,6,Large-org.,Pvt Ltd,1,82,1.0
city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,Small & Medium-org.,Pvt Ltd,1,70,1.0
city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,5,148,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Small & Medium-org.,Pvt Ltd,5,15,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Large-org.,Pvt Ltd,3,55,1.0
city_91,0.691,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Small & Medium-org.,Pvt Ltd,3,35,0.0
city_40,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,5,13,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,STEM,8,Small & Medium-org.,Funded Startup,1,43,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Undefined,Pvt Ltd,5,71,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,Small & Medium-org.,Pvt Ltd,1,9,1.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Funded Startup,1,8,1.0
city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,0,Undefined,Pvt Ltd,1,54,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,5,76,0.0
city_36,0.893,Male,No relevent experience,Full time course,Graduate,STEM,5,Undefined,Pvt Ltd,1,23,0.0
city_21,0.624,Undefined,Has relevent experience,Full time course,Masters,STEM,5,Small & Medium-org.,Pvt Ltd,1,88,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Small & Medium-org.,Pvt Ltd,4,21,0.0
city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,STEM,7,Undefined,Pvt Ltd,1,80,1.0
city_105,0.794,Female,Has relevent experience,no_enrollment,Masters,STEM,14,Small & Medium-org.,Pvt Ltd,4,92,0.0
city_149,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,10,Undefined,Pvt Ltd,2,36,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,5,182,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Large-org.,Pvt Ltd,1,45,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Large-org.,Pvt Ltd,2,20,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,2,19,0.0
city_11,0.55,Female,Has relevent experience,Full time course,Masters,STEM,15,Undefined,Pvt Ltd,2,55,0.0
city_21,0.624,Undefined,Has relevent experience,Full time course,Masters,STEM,6,Large-org.,Pvt Ltd,4,35,1.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Public Sector,2,70,0.0
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,Undefined,Pvt Ltd,1,24,1.0
city_114,0.926,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,3,Undefined,Pvt Ltd,1,40,0.0
city_71,0.884,Undefined,Has relevent experience,Part time course,Graduate,STEM,15,Small & Medium-org.,Pvt Ltd,5,64,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Large-org.,Pvt Ltd,3,66,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Other,21,Small & Medium-org.,Pvt Ltd,3,49,0.0
city_21,0.624,Undefined,No relevent experience,Full time course,Graduate,STEM,9,Undefined,Pvt Ltd,0,48,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,2,Small & Medium-org.,Pvt Ltd,2,10,1.0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,Undefined,Pvt Ltd,0,54,0.0
city_16,0.91,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,6,Large-org.,Pvt Ltd,2,140,0.0
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Undefined,Pvt Ltd,1,220,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,1,18,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Undefined,Pvt Ltd,0,108,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Undefined,Pvt Ltd,1,196,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,2,256,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Small & Medium-org.,Early Stage Startup,2,52,1.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,Other,2,19,0.0
city_61,0.913,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,5,23,0.0
city_167,0.921,Female,Has relevent experience,Full time course,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,1,308,0.0
city_114,0.926,Male,No relevent experience,Part time course,Masters,Business Degree,1,Small & Medium-org.,Funded Startup,1,96,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,5,222,0.0
city_61,0.913,Male,Has relevent experience,Full time course,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,1,10,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,13,Small & Medium-org.,Pvt Ltd,5,83,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,1,72,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,122,1.0
city_114,0.926,Undefined,Has relevent experience,no_enrollment,High School,STEM,7,Large-org.,Pvt Ltd,3,25,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,Small & Medium-org.,Pvt Ltd,1,63,0.0
city_46,0.762,Male,Has relevent experience,Part time course,Masters,STEM,9,Large-org.,Pvt Ltd,1,67,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,1,21,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,1,50,1.0
city_173,0.878,Undefined,Has relevent experience,no_enrollment,High School,STEM,10,Undefined,Pvt Ltd,2,66,1.0
city_75,0.939,Male,No relevent experience,no_enrollment,Primary School,STEM,2,Undefined,Pvt Ltd,0,15,0.0
city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,12,Undefined,Pvt Ltd,0,14,0.0
city_21,0.624,Undefined,Has relevent experience,Full time course,Graduate,STEM,5,Large-org.,Pvt Ltd,1,74,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Undefined,Pvt Ltd,5,63,0.0
city_128,0.527,Undefined,No relevent experience,Full time course,High School,STEM,2,Undefined,Pvt Ltd,1,300,1.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Large-org.,Pvt Ltd,1,28,0.0
city_114,0.926,Undefined,No relevent experience,no_enrollment,Masters,STEM,21,Undefined,Pvt Ltd,5,11,0.0
city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,2,Undefined,Pvt Ltd,1,13,0.0
