city,city_development_index,experience,company_size,last_new_job,training_hours,target,gender Female,gender Male,gender Other,gender Undefined,relevent_experience Has relevent experience,relevent_experience No relevent experience,enrolled_university Full time course,enrolled_university Part time course,enrolled_university no_enrollment,education_level Graduate,education_level High School,education_level Masters,education_level Phd,education_level Primary School,major_discipline Arts,major_discipline Business Degree,major_discipline Humanities,major_discipline No Major,major_discipline Other,major_discipline STEM,company_type Early Stage Startup,company_type Funded Startup,company_type NGO,company_type Other,company_type Public Sector,company_type Pvt Ltd
160,-0.04413029727684965,8.340146945171751,1,0.6931471805599453,3.9055943076480215,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,9.658592990732298,2,1.791759469228055,6.796854353608476,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
173,-0.05297185218276566,3.4699883298945324,2,0.6931471805599453,6.577337648426337,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
71,-0.05199521614167322,4.060961901053334,2,1.6094379124341003,3.981463099346513,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75,-0.03803299998795724,2.8095982716820473,1,0.6931471805599453,1.5452331942640736,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,8.340146945171751,2,1.3862943611198906,5.305128925840359,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
176,-0.06264544026029871,3.4699883298945324,2,0.6931471805599453,2.770535903016218,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.8095982716820473,1,0.6931471805599453,7.149531714793643,1.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
160,-0.04413029727684965,-1.0173571894581195,1,0.6931471805599453,4.9176513386628935,0.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
83,-0.043277142229616365,10.27158153110853,1,1.791759469228055,5.892696317975517,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21,-0.06582272428503738,1.0763719956934432,2,0.0,6.959639853074309,1.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
160,-0.04413029727684965,5.104436473296454,2,1.6094379124341003,5.830882275549437,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
103,-0.04413029727684965,5.576298126651183,0,1.0986122886681098,8.95393050820782,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
103,-0.04413029727684965,10.27158153110853,1,1.6094379124341003,6.689507235147521,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
67,-0.05608942537086867,6.022866377400789,2,0.6931471805599453,5.830882275549437,0.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,6.022866377400789,1,0.6931471805599453,5.923000734914632,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,6.022866377400789,1,1.791759469228055,4.821239671223904,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,5.104436473296454,0,0.0,5.600530923515379,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,9.016475440104003,1,1.791759469228055,3.9055943076480215,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,8.682963593756838,2,1.791759469228055,5.565650444904812,1.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61,-0.045983474937016613,10.27158153110853,1,1.6094379124341003,5.098401596969578,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
102,-0.06055617196067113,2.0427257440778885,1,0.6931471805599453,5.767380761741793,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
76,-0.06466624215360443,1.0763719956934432,2,0.0,5.098401596969578,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
150,-0.06466624215360443,10.27158153110853,0,1.791759469228055,4.771345201944049,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,9.658592990732298,0,1.791759469228055,7.443534665990372,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,10.27158153110853,1,1.0986122886681098,5.344251835386054,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,4.601887990642422,1,0.6931471805599453,5.70208702658193,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
103,-0.04413029727684965,8.340146945171751,2,1.0986122886681098,5.861994055085997,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,-0.05093802597929888,3.4699883298945324,1,1.0986122886681098,6.796854353608476,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,4.060961901053334,0,0.6931471805599453,3.036840353774468,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,2.8095982716820473,0,0.6931471805599453,5.600530923515379,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,-0.06554513730554841,8.340146945171751,2,1.0986122886681098,4.054502187987168,1.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
72,-0.06110776509125242,6.448100708918908,1,0.6931471805599453,3.473498449327008,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
100,-0.05147716805339935,5.576298126651183,2,1.3862943611198906,6.386546375158718,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,3.4699883298945324,2,0.6931471805599453,6.775749008502179,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
173,-0.05297185218276566,5.104436473296454,0,1.3862943611198906,5.009914181245006,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,8.682963593756838,2,0.0,4.96427675172213,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,7.62281183419631,0,0.6931471805599453,3.2682627375103257,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.0427257440778885,2,0.6931471805599453,8.588863099424888,1.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
73,-0.06304386642061029,7.62281183419631,1,1.3862943611198906,5.305128925840359,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11,-0.0663984588105094,1.0763719956934432,2,0.0,2.620211151156812,1.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
100,-0.05147716805339935,3.4699883298945324,2,0.0,4.054502187987168,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61,-0.045983474937016613,10.27158153110853,2,0.6931471805599453,6.754465033369064,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,5.104436473296454,1,1.791759469228055,6.919911812328043,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,7.62281183419631,2,1.791759469228055,1.1963426131213175,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,3.4699883298945324,1,0.6931471805599453,5.668732535805238,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
103,-0.04413029727684965,9.016475440104003,0,1.6094379124341003,6.179533937404811,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,-0.06582272428503738,2.8095982716820473,2,0.6931471805599453,6.689507235147521,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,-0.05093802597929888,2.0427257440778885,2,0.0,4.667874496034204,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61,-0.045983474937016613,5.104436473296454,2,0.6931471805599453,2.770535903016218,0.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,7.245954608194154,2,0.0,3.744319767921057,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.8095982716820473,1,0.6931471805599453,7.018096135129904,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
103,-0.04413029727684965,6.022866377400789,1,1.0986122886681098,3.036840353774468,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
176,-0.06264544026029871,2.0427257440778885,2,1.0986122886681098,5.70208702658193,1.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,-0.05608942537086867,10.27158153110853,2,1.791759469228055,3.156278884346509,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,-1.0173571894581195,2,0.6931471805599453,5.054608523070654,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
57,-0.05471135938521298,10.27158153110853,1,1.791759469228055,5.054608523070654,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,3.4699883298945324,1,0.6931471805599453,5.565650444904812,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,4.601887990642422,1,1.6094379124341003,5.70208702658193,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
114,-0.04238594281992869,10.27158153110853,1,1.791759469228055,2.0651196877439406,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
73,-0.06304386642061029,1.0763719956934432,1,0.6931471805599453,4.720245454285006,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
45,-0.05093802597929888,4.060961901053334,2,1.3862943611198906,6.554282100812405,1.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61,-0.045983474937016613,4.601887990642422,0,0.6931471805599453,1.1963426131213175,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,6.855011997926303,0,1.6094379124341003,5.494240044420328,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,-0.049183527948634745,8.682963593756838,1,1.0986122886681098,2.620211151156812,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
67,-0.05608942537086867,2.0427257440778885,1,0.6931471805599453,3.8266430216040646,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,-0.04959214807526851,8.682963593756838,0,1.791759469228055,7.766759972227032,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
105,-0.0611657577995554,8.340146945171751,2,1.0986122886681098,5.098401596969578,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
123,-0.06360258940659172,2.0427257440778885,0,0.6931471805599453,3.036840353774468,0.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
20,-0.06104913566051079,3.4699883298945324,1,0.6931471805599453,2.908761154075305,0.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,7.62281183419631,1,1.6094379124341003,5.892696317975517,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,10.27158153110853,2,0.6931471805599453,7.239486468789535,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
173,-0.05297185218276566,2.8095982716820473,2,0.0,6.459841789272838,0.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,-0.04959214807526851,2.0427257440778885,2,0.6931471805599453,5.861994055085997,0.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,8.340146945171751,0,1.3862943611198906,6.53100936766458,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
36,-0.05037676803674548,5.104436473296454,1,0.6931471805599453,3.744319767921057,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,3.4699883298945324,2,1.3862943611198906,4.322439248438441,1.0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16,-0.046722899633534806,5.576298126651183,1,0.6931471805599453,4.124933702466748,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
104,-0.04298439955578926,10.27158153110853,2,1.0986122886681098,8.95393050820782,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
99,-0.045472771215373485,10.27158153110853,1,0.6931471805599453,6.879553378263925,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,10.27158153110853,0,1.791759469228055,4.384199449237762,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,10.27158153110853,1,1.791759469228055,2.620211151156812,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
71,-0.05199521614167322,10.27158153110853,1,0.6931471805599453,3.2682627375103257,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
102,-0.06055617196067113,10.27158153110853,1,1.791759469228055,5.982460212682969,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,5.104436473296454,2,0.6931471805599453,8.410524489102011,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.0427257440778885,1,0.6931471805599453,8.120027800988,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,6.022866377400789,1,1.791759469228055,6.73299906866112,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,-0.04959214807526851,4.060961901053334,1,0.6931471805599453,5.668732535805238,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28,-0.03803299998795724,10.27158153110853,1,1.791759469228055,6.232975543013922,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
21,-0.06582272428503738,10.27158153110853,2,1.791759469228055,5.70208702658193,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,2.8095982716820473,1,1.0986122886681098,6.336429584329362,0.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
138,-0.058072252939463685,6.022866377400789,1,0.6931471805599453,7.908061264652487,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,10.27158153110853,1,1.791759469228055,3.981463099346513,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16,-0.046722899633534806,5.576298126651183,1,0.6931471805599453,3.3737438300870375,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.8095982716820473,1,1.0986122886681098,4.720245454285006,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
90,-0.06466624215360443,7.245954608194154,2,0.6931471805599453,7.617690489070818,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
74,-0.06621945071293543,2.0427257440778885,2,0.6931471805599453,3.156278884346509,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,4.060961901053334,1,1.0986122886681098,8.456163878199302,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
103,-0.04413029727684965,7.987118815062776,1,0.6931471805599453,7.185888254570723,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,4.601887990642422,2,0.0,6.459841789272838,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
40,-0.06210936810096762,8.682963593756838,1,1.6094379124341003,3.9055943076480215,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50,-0.049792315241878736,8.682963593756838,1,0.0,6.796854353608476,0.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,-0.04959214807526851,6.855011997926303,1,1.3862943611198906,5.009914181245006,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,2.0427257440778885,1,1.0986122886681098,4.444143409519382,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
103,-0.04413029727684965,10.27158153110853,1,0.6931471805599453,5.799348771078376,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
21,-0.06582272428503738,4.060961901053334,1,0.6931471805599453,6.386546375158718,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,-0.06466624215360443,3.4699883298945324,2,0.6931471805599453,6.919911812328043,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,3.4699883298945324,0,0.6931471805599453,6.011636199474196,0.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50,-0.049792315241878736,5.576298126651183,0,0.0,6.73299906866112,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,7.987118815062776,1,1.791759469228055,6.068929760740119,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.8095982716820473,1,1.0986122886681098,1.8271436766103204,1.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,2.8095982716820473,1,0.6931471805599453,5.420498568152299,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75,-0.03803299998795724,2.8095982716820473,2,0.0,4.054502187987168,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,6.022866377400789,1,0.6931471805599453,9.363037709960448,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
67,-0.05608942537086867,6.022866377400789,1,0.6931471805599453,5.420498568152299,1.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,10.27158153110853,1,1.791759469228055,6.179533937404811,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,2.8095982716820473,2,0.0,9.379621783432748,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,-0.04959214807526851,10.27158153110853,2,0.0,4.771345201944049,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,-0.05093802597929888,10.27158153110853,1,0.6931471805599453,4.771345201944049,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
99,-0.045472771215373485,7.245954608194154,0,0.0,3.8266430216040646,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,-1.0173571894581195,2,0.0,3.3737438300870375,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
145,-0.06637106020192361,3.4699883298945324,2,0.0,6.483793990225402,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
100,-0.05147716805339935,3.4699883298945324,2,0.0,2.770535903016218,0.0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13,-0.05886565751859643,6.448100708918908,1,1.791759469228055,6.959639853074309,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,10.27158153110853,0,1.0986122886681098,6.336429584329362,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
83,-0.043277142229616365,1.0763719956934432,1,0.6931471805599453,6.838542121142727,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
116,-0.06343758301020344,9.016475440104003,2,1.0986122886681098,3.8266430216040646,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,4.060961901053334,2,0.6931471805599453,1.8271436766103204,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
103,-0.04413029727684965,10.27158153110853,2,1.791759469228055,4.322439248438441,1.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,10.27158153110853,1,1.0986122886681098,4.614160650970413,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,10.27158153110853,0,1.791759469228055,4.614160650970413,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28,-0.03803299998795724,10.27158153110853,0,1.791759469228055,6.600180419114222,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,4.601887990642422,0,1.3862943611198906,2.0651196877439406,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,8.682963593756838,1,1.791759469228055,4.384199449237762,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,-0.04959214807526851,5.104436473296454,2,0.0,4.322439248438441,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46,-0.0627284450765177,4.601887990642422,2,0.6931471805599453,5.265304698915554,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,9.016475440104003,0,0.6931471805599453,7.427121686441771,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,9.968460867297543,0,0.6931471805599453,5.141332425026924,1.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
21,-0.06582272428503738,4.060961901053334,1,1.791759469228055,3.981463099346513,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,3.4699883298945324,1,0.6931471805599453,4.124933702466748,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
97,-0.042687357835953635,2.8095982716820473,2,0.0,3.473498449327008,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.0427257440778885,1,1.0986122886681098,6.011636199474196,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,4.060961901053334,2,1.0986122886681098,7.018096135129904,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61,-0.045983474937016613,6.448100708918908,0,1.791759469228055,4.614160650970413,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
114,-0.04238594281992869,9.016475440104003,1,0.6931471805599453,6.711347656185974,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
