gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,total score,average
male,group D,bachelor's degree,free/reduced,none,50,42,48,140,46.66666666666666
female,group A,some college,standard,none,69,84,82,235,78.33333333333333
female,group C,bachelor's degree,standard,completed,52,61,66,179,59.66666666666666
female,group C,bachelor's degree,free/reduced,completed,47,62,66,175,58.333333333333336
female,group B,associate's degree,free/reduced,none,46,61,55,162,54.0
female,group E,some college,standard,none,68,70,66,204,68.0
male,group E,bachelor's degree,standard,completed,100,100,100,300,100.0
female,group C,high school,standard,none,44,61,52,157,52.333333333333336
female,group C,associate's degree,standard,completed,57,77,80,214,71.33333333333333
male,group B,some college,standard,completed,91,96,91,278,92.66666666666669
male,group D,high school,free/reduced,none,69,70,67,206,68.66666666666667
female,group C,high school,free/reduced,none,35,53,46,134,44.66666666666666
male,group D,high school,standard,none,72,66,66,204,68.0
female,group B,associate's degree,free/reduced,none,54,65,65,184,61.333333333333336
male,group D,high school,free/reduced,none,74,70,69,213,71.0
male,group E,some high school,standard,completed,74,64,60,198,66.0
male,group E,associate's degree,free/reduced,none,64,56,52,172,57.333333333333336
female,group D,high school,free/reduced,completed,65,61,71,197,65.66666666666667
male,group E,associate's degree,free/reduced,completed,46,43,44,133,44.333333333333336
female,group C,some high school,free/reduced,none,48,56,51,155,51.66666666666666
male,group C,some college,free/reduced,completed,67,74,70,211,70.33333333333333
male,group D,some college,free/reduced,none,62,57,62,181,60.333333333333336
male,group D,associate's degree,free/reduced,completed,61,71,73,205,68.33333333333333
male,group C,bachelor's degree,free/reduced,completed,70,75,74,219,73.0
male,group C,associate's degree,standard,completed,98,87,90,275,91.66666666666669
male,group D,some college,free/reduced,none,70,63,58,191,63.66666666666666
male,group A,associate's degree,standard,none,67,57,53,177,59.0
female,group E,high school,free/reduced,none,57,58,57,172,57.333333333333336
male,group D,some college,standard,completed,85,81,85,251,83.66666666666667
male,group D,some high school,standard,completed,77,68,69,214,71.33333333333333
male,group C,master's degree,free/reduced,completed,72,66,72,210,70.0
female,group D,master's degree,standard,none,78,91,96,265,88.33333333333333
male,group C,high school,standard,none,81,66,64,211,70.33333333333333
male,group A,some high school,free/reduced,completed,61,62,61,184,61.333333333333336
female,group B,high school,standard,none,58,68,61,187,62.333333333333336
female,group C,associate's degree,standard,none,54,61,58,173,57.66666666666666
male,group B,high school,standard,none,82,82,80,244,81.33333333333333
female,group D,some college,free/reduced,none,49,58,60,167,55.66666666666666
male,group B,some high school,free/reduced,completed,49,50,52,151,50.333333333333336
female,group E,high school,free/reduced,completed,57,75,73,205,68.33333333333333
male,group E,high school,standard,none,94,73,71,238,79.33333333333333
female,group D,some college,standard,completed,75,77,83,235,78.33333333333333
female,group E,some high school,free/reduced,none,74,74,72,220,73.33333333333333
male,group C,high school,standard,completed,58,52,54,164,54.66666666666666
female,group C,some college,standard,none,62,69,69,200,66.66666666666667
male,group E,associate's degree,standard,none,72,57,62,191,63.66666666666666
male,group C,some college,standard,none,84,87,81,252,84.0
female,group D,master's degree,standard,none,92,100,100,292,97.33333333333331
female,group D,high school,standard,none,45,63,59,167,55.66666666666666
male,group C,high school,standard,none,75,81,71,227,75.66666666666667
female,group A,some college,standard,none,56,58,64,178,59.333333333333336
female,group D,some high school,free/reduced,none,48,54,53,155,51.66666666666666
female,group E,associate's degree,standard,none,100,100,100,300,100.0
female,group C,some high school,free/reduced,completed,65,76,75,216,72.0
male,group D,some college,standard,none,72,57,58,187,62.333333333333336
female,group D,some college,standard,none,62,70,72,204,68.0
male,group A,some high school,standard,completed,66,68,64,198,66.0
male,group C,some college,standard,none,63,63,60,186,62.0
female,group E,associate's degree,standard,none,68,76,67,211,70.33333333333333
female,group B,bachelor's degree,standard,none,75,84,80,239,79.66666666666667
female,group D,bachelor's degree,standard,none,89,100,100,289,96.33333333333331
male,group C,some high school,standard,completed,78,72,69,219,73.0
female,group A,high school,free/reduced,completed,53,50,60,163,54.333333333333336
female,group D,some college,free/reduced,none,49,65,61,175,58.333333333333336
female,group A,some college,standard,none,54,63,67,184,61.333333333333336
female,group C,some college,standard,completed,64,82,77,223,74.33333333333333
male,group B,some college,free/reduced,completed,60,62,60,182,60.66666666666666
male,group C,associate's degree,standard,none,62,65,58,185,61.66666666666666
male,group D,high school,standard,completed,55,41,48,144,48.0
female,group C,associate's degree,standard,none,91,95,94,280,93.33333333333331
female,group B,high school,free/reduced,none,8,24,23,55,18.33333333333333
male,group D,some high school,standard,none,81,78,78,237,79.0
male,group B,some high school,standard,completed,79,85,86,250,83.33333333333333
female,group A,some college,standard,completed,78,87,91,256,85.33333333333333
female,group C,some high school,standard,none,74,75,82,231,77.0
male,group A,high school,standard,none,57,51,54,162,54.0
female,group C,associate's degree,standard,none,40,59,51,150,50.0
male,group E,some high school,standard,completed,81,75,76,232,77.33333333333333
female,group A,some high school,free/reduced,none,44,45,45,134,44.66666666666666
female,group D,some college,free/reduced,completed,67,86,83,236,78.66666666666667
male,group E,high school,free/reduced,completed,86,81,75,242,80.66666666666667
female,group B,some high school,standard,completed,65,82,78,225,75.0
female,group D,associate's degree,free/reduced,none,55,76,76,207,69.0
female,group D,bachelor's degree,free/reduced,none,62,72,74,208,69.33333333333333
male,group A,high school,standard,none,63,63,62,188,62.66666666666666
female,group E,master's degree,standard,completed,88,99,95,282,94.0
male,group C,high school,free/reduced,none,62,55,55,172,57.333333333333336
female,group C,high school,free/reduced,completed,59,71,65,195,65.0
female,group D,some college,standard,completed,68,78,77,223,74.33333333333333
female,group D,some college,free/reduced,none,77,86,86,249,83.0
